North Strabane Township,1,169283.86588541666
Gresham,1,179090.33333333334
Canton,1,197360.41666666666
Evans,1,183411.25
Town of Andover,1,438811.6666666667
Ellicott City,1,360142.6666666667
Reston,1,314706.0
Jacksonville Beach,1,196770.83333333334
San Diego,1,421383.3333333333
Rose Hill,1,422619.8333333333
Whittier,1,398325.1197916667
Paine Field-Lake Stickney,1,212304.54166666666
New Castle,1,157224.16666666666
Westfield,1,539837.5
Odessa,1,280680.0
Vineyard,1,335327.0833333333
Winter Haven,1,86801.25
Pasco,1,131709.16666666666
Town of Hingham,1,526562.5
Urbandale,1,169250.0
South Whitehall Township,1,164412.36848958334
Temecula,1,404304.1666666667
Rome,1,63054.166666666664
Reno,1,244658.33333333334
Patterson,1,325200.0
Morton,1,140950.0
Hilo,1,181854.16666666666
Torrington,1,158771.16666666666
Okeechobee,1,108855.41666666667
Menlo Park,1,826525.0
Tempe,1,163652.08333333334
Town of Binghamton,1,72278.79166666667
Sammamish,1,434479.8125
Massillon,1,122254.16666666667
Morristown,1,93006.25
Greensboro,1,125942.08333333333
Elizabethton,1,82258.75
Hesperia,1,205991.66666666666
Vinton,1,123661.369140625
Danville,1,798985.4166666666
Delaware,1,173441.66666666666
East Haven,1,174577.08333333334
North Augusta,1,109769.58333333333
Bolingbrook,1,219712.5
Dearborn Heights,1,134547.41666666666
Pico Rivera,1,325897.15625
Lake Havasu City,1,187225.0
Ronkonkoma,1,327902.1640625
McKinney,1,167478.76432291666
Johnston,1,215787.5
Rowlett,1,147929.20442708334
Snohomish,1,313220.8333333333
Lake Magdalene,1,144933.33333333334
Sharpsburg,1,178819.91666666666
Mustang,1,115075.24479166667
Rock Island,1,84637.5
Fruita,1,151657.41666666666
Pottstown,1,96092.83333333333
Jeffersontown,1,138633.33333333334
Galloway,1,155135.98697916666
Kailua,1,441477.5
Santa Barbara,1,843841.6666666666
Eden Prairie,1,283617.5859375
Miramar Beach,1,355766.6666666667
Taunton,1,249098.75
Cocoa,1,126593.75
Village of Palmetto Bay,1,396150.0
Gainesville,1,390083.0
Longview,1,134855.88216145834
Chino,1,371379.1666666667
Minnetonka,1,278645.8333333333
Temple Terrace,1,126316.25
Murfreesboro,1,132200.25
Framingham,1,315501.0833333333
Fair Oaks,1,351712.5
Cottage Grove,1,216715.83333333334
Cockeysville,1,286271.7916666667
Santa Rosa,1,425489.5833333333
Batavia,1,265166.6666666667
Pittsfield Township,1,246958.33333333334
Allentown,1,82107.08333333333
Westland,1,147566.0
Sonoma,1,503200.0
Rancho Santa Margarita,1,482370.8333333333
Saint Cloud,1,150525.0
Indio,1,261700.0
Oakton,1,503323.9583333333
Bel Air,1,222563.66666666666
Lansing Township,1,98170.83333333333
Sarasota,1,168527.91666666666
Norfolk,1,137808.75
Mentor,1,155512.5
Battle Ground,1,191378.484375
Woodbridge,1,264795.7083333333
Bernards Township,1,439396.75
Town of Poughkeepsie,1,227195.83333333334
Mokena,1,250516.66666666666
Pacifica,1,593420.8333333334
Sylvania,1,167519.16666666666
Anderson,1,110672.08333333333
Enumclaw,1,220066.25
Mooresville,1,196520.83333333334
Orangeburg,1,80505.41666666667
Bryant,1,122526.39388020833
Hoover,1,207764.58333333334
Fresno,1,207154.16666666666
San Leandro,1,433583.3333333333
Santa Monica,1,668567.3229166666
South Lake Tahoe,1,355025.0
Susquehanna Township,1,125741.25
Ocala,1,106417.91666666667
Sunnyvale,1,548112.5
Monterey Park,1,377061.1119791667
Waianae,1,172954.375
Farmers Branch,1,130200.302734375
Wylie,1,147298.72916666666
Navarre,1,170316.66666666666
Inver Grove Heights,1,194810.5625
Fort Thomas,1,136025.73567708334
Greenwich,1,1180345.8333333333
Crowley,1,117450.07747395833
Winter Garden,1,207730.83333333334
Pooler,1,166322.91666666666
Azusa,1,311772.7526041667
Hamden,1,207272.91666666666
Kirkwood,1,201326.97916666666
Dumfries,1,280915.4166666667
Hot Springs,1,101375.83333333333
Buena Park,1,421379.1666666667
Bartlett,1,248452.08333333334
